,id,date,saving_ratio,debt_saving_ratio,default_flag,max_dpd_6_months,max_dpd_12_months,max_dpd_24_months,problematic_cheque_count,customer_segment,duration_in_month,credit_history,purpose,credit_amount,savings,sme_history_begin,installment_as_income_perc,other_debtors,present_res_since,sector,average_credit_duration,customer_profile,business_type,credits_this_bank,revenue_range,people_under_maintenance,foreign_stakeholders,sector_risk,EBITDA,ROE,ROA,Revenue_Growth_Rate,Int_coverage_ratio,Net_Profit_Margin
285,286,27.04.2022,0.38,0.36,0,0,0,0.0,0,micro_sme,47,existing credits paid back duly till now,car (new),10722,... < 100 DM,... < 1 year ,1,none,1,Real Estate,35,individual_consumers,corporation,1,1m-5m,10,yes,7,74,26,91,100,38,66.0
286,287,26.08.2023,0.26,0.24,0,0,0,0.0,2,micro_sme,48,existing credits paid back duly till now,car (used),4788,... < 100 DM,4 <= ... < 7 years,4,none,3,Oil and gas,26,individual_consumers,corporation,1,5m-10m,20,yes,1,673,25,36,60,88,85.0
287,288,20.10.2022,0.1,0.08,0,0,0,0.0,0,medium_sme,48,delay in paying off in the past,furniture/equipment,7582,100 <= ... < 500 DM,new company,2,none,4,Telecommunications,31,individual_consumers,partnership,1,10m+,10,yes,6,198,13,23,52,18,68.0
288,289,25.11.2020,0.22,0.2,0,0,0,0.0,1,medium_sme,12,existing credits paid back duly till now,domestic appliances,1092,... < 100 DM,1 <= ... < 4 years,4,guarantor,4,Real Estate,49,individual_consumers,corporation,2,5m-10m,10,yes,5,443,80,6,35,-20,38.0
289,290,25.04.2023,0.51,0.49,1,0,0,0.0,2,micro_sme,24,delay in paying off in the past,domestic appliances,1024,... < 100 DM,... < 1 year ,4,none,4,Real Estate,48,large_enterprises,corporation,1,5m-10m,10,yes,3,500,100,118,40,-70,96.0
290,291,12.10.2022,0.32,0.3,0,0,0,0.0,1,large_sme,12,existing credits paid back duly till now,business,1076,... < 100 DM,1 <= ... < 4 years,2,none,2,Real Estate,26,individual_consumers,corporation,1,5m-10m,10,no,2,521,24,65,78,-69,74.0
291,292,21.04.2020,0.08,0.06,1,0,0,0.0,1,medium_sme,36,existing credits paid back duly till now,car (used),9398,... < 100 DM,... < 1 year ,1,none,4,Construction,28,individual_consumers,sole_proprietorship,1,10m+,10,yes,3,994,37,73,14,-11,85.0
292,293,8.04.2020,0.12,0.1,0,0,0,0.0,0,micro_sme,24,critical account/ other credits existing (not at this bank),car (used),6419,... < 100 DM,.. >= 7 years,2,none,4,Telecommunications,44,individual_consumers,partnership,2,10m+,20,yes,2,399,10,79,11,36,27.0
293,294,1.03.2020,0.16,0.14,0,0,0,0.0,1,small_sme,42,critical account/ other credits existing (not at this bank),car (used),4796,... < 100 DM,.. >= 7 years,4,none,4,Telecommunications,56,individual_consumers,partnership,1,5m-10m,10,yes,3,261,0,35,32,-8,59.0
294,295,29.06.2022,0.21,0.19,0,0,0,0.0,0,large_sme,48,critical account/ other credits existing (not at this bank),business,7629,unknown/ no savings account,.. >= 7 years,4,none,2,Construction,46,small_businesses,corporation,2,10m+,20,yes,2,521,72,12,92,80,79.0
295,296,29.06.2021,0.26,0.24,1,0,0,0.0,3,medium_sme,48,existing credits paid back duly till now,rent_payment,9960,... < 100 DM,... < 1 year ,1,none,2,Construction,26,individual_consumers,corporation,1,5m-10m,10,yes,4,154,58,96,7,75,77.0
296,297,7.11.2022,0.43,0.41,0,0,0,0.0,0,large_sme,12,existing credits paid back duly till now,car (used),4675,unknown/ no savings account,... < 1 year ,1,none,4,Construction,20,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,7,342,-9,4,72,61,90.0
297,298,14.02.2021,0.38,0.36,0,0,0,0.0,0,large_sme,10,existing credits paid back duly till now,car (new),1287,unknown/ no savings account,.. >= 7 years,4,co-applicant,2,Oil and gas,45,individual_consumers,corporation,1,1m-5m,10,no,2,436,83,99,50,55,49.0
298,299,13.05.2020,0.32,0.3,0,0,0,0.0,3,large_sme,18,existing credits paid back duly till now,rent_payment,2515,... < 100 DM,1 <= ... < 4 years,3,none,4,Real Estate,43,individual_consumers,corporation,1,5m-10m,10,yes,7,635,77,81,36,-65,34.0
299,300,23.04.2022,0.29,0.27,0,0,0,0.0,0,medium_sme,21,critical account/ other credits existing (not at this bank),rent_payment,2745,.. >= 1000 DM ,4 <= ... < 7 years,3,none,2,Construction,32,individual_consumers,corporation,2,5m-10m,10,yes,4,537,35,16,24,38,57.0
300,301,7.10.2022,0.21,0.19,0,0,0,0.0,2,large_sme,6,existing credits paid back duly till now,car (new),672,... < 100 DM,new company,1,none,4,Real Estate,54,individual_consumers,corporation,1,0m-1m,10,yes,1,530,46,60,89,-27,87.0
301,302,13.07.2021,0.54,0.52,1,0,0,0.0,1,medium_sme,36,no credits taken/ all credits paid back duly,domestic appliances,3804,... < 100 DM,1 <= ... < 4 years,4,none,1,Construction,42,individual_consumers,corporation,1,5m-10m,10,yes,9,148,91,121,72,-67,76.0
302,303,2.12.2020,0.34,0.32,1,0,0,0.0,1,small_sme,24,critical account/ other credits existing (not at this bank),car (new),1344,unknown/ no savings account,4 <= ... < 7 years,4,none,2,Real Estate,37,small_businesses,corporation,2,1m-5m,20,yes,6,118,20,80,26,-89,75.0
303,304,4.12.2022,0.49,0.47,0,0,0,0.0,2,micro_sme,10,critical account/ other credits existing (not at this bank),car (new),1038,... < 100 DM,4 <= ... < 7 years,4,co-applicant,3,Oil and gas,49,individual_consumers,corporation,2,5m-10m,10,yes,5,531,59,96,22,-68,53.0
304,305,20.10.2022,0.94,0.92,1,0,0,0.0,2,large_sme,48,critical account/ other credits existing (not at this bank),car (new),10127,500 <= ... < 1000 DM ,1 <= ... < 4 years,2,none,2,Telecommunications,44,small_businesses,partnership,1,5m-10m,10,yes,10,531,124,64,76,-36,96.0
305,306,15.04.2022,0.19,0.17,0,0,0,0.0,2,large_sme,6,existing credits paid back duly till now,rent_payment,1543,.. >= 1000 DM ,1 <= ... < 4 years,4,none,2,Real Estate,33,individual_consumers,corporation,1,5m-10m,10,yes,3,542,10,93,38,52,36.0
306,307,24.10.2023,0.13,0.11,0,0,0,0.0,3,large_sme,30,existing credits paid back duly till now,car (used),4811,unknown/ no savings account,4 <= ... < 7 years,2,none,4,Oil and gas,24,large_enterprises,sole_proprietorship,1,1m-5m,10,yes,0,566,100,51,39,-77,22.0
307,308,22.11.2022,0.08,0.06,1,0,0,0.0,3,micro_sme,12,existing credits paid back duly till now,domestic appliances,727,100 <= ... < 500 DM,... < 1 year ,4,none,3,Telecommunications,33,individual_consumers,corporation,1,1m-5m,10,yes,9,634,32,88,43,-13,77.0
308,309,30.01.2023,0.22,0.2,1,0,0,0.0,1,medium_sme,8,existing credits paid back duly till now,rent_payment,1237,... < 100 DM,1 <= ... < 4 years,3,none,4,Real Estate,24,individual_consumers,corporation,1,5m-10m,10,yes,8,284,48,135,17,-7,88.0
309,310,25.12.2020,0.28,0.26,0,0,0,0.0,1,medium_sme,9,existing credits paid back duly till now,car (new),276,... < 100 DM,1 <= ... < 4 years,4,none,4,Real Estate,22,individual_consumers,sole_proprietorship,1,1m-5m,10,yes,0,677,32,66,84,-8,39.0
310,311,21.01.2020,0.28,0.26,0,0,0,0.0,0,medium_sme,48,existing credits paid back duly till now,furniture/equipment,5381,unknown/ no savings account,new company,3,none,4,Telecommunications,40,small_businesses,partnership,1,0m-1m,10,yes,4,549,5,44,83,-72,48.0
311,312,20.05.2023,0.15,0.13,0,0,0,0.0,3,large_sme,24,existing credits paid back duly till now,rent_payment,5511,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,1,Construction,25,large_enterprises,corporation,1,5m-10m,10,yes,1,402,27,53,11,-66,89.0
312,313,18.10.2020,0.09,0.07,0,0,0,0.0,0,small_sme,24,existing credits paid back duly till now,rent_payment,3749,... < 100 DM,... < 1 year ,2,none,4,Construction,26,individual_consumers,corporation,1,5m-10m,10,yes,1,202,69,65,24,-48,11.0
313,314,25.12.2022,0.62,0.6,1,0,0,0.0,1,medium_sme,12,existing credits paid back duly till now,car (new),685,... < 100 DM,4 <= ... < 7 years,2,none,3,Construction,25,small_businesses,corporation,1,1m-5m,10,yes,3,816,71,142,80,-54,100.0
314,315,23.09.2021,0.44,0.42,0,0,0,0.0,3,small_sme,4,existing credits paid back duly till now,car (new),1494,unknown/ no savings account,... < 1 year ,1,none,2,Real Estate,29,individual_consumers,corporation,1,1m-5m,20,no,0,599,30,45,9,-37,28.0
315,316,25.04.2023,0.86,0.84,1,0,0,0.0,1,micro_sme,36,all credits at this bank paid back duly,rent_payment,2746,... < 100 DM,.. >= 7 years,4,none,4,Construction,31,small_businesses,corporation,1,5m-10m,10,yes,9,405,72,104,16,67,84.0
316,317,26.10.2020,0.12,0.1,0,0,0,0.0,2,micro_sme,12,existing credits paid back duly till now,rent_payment,708,... < 100 DM,1 <= ... < 4 years,2,guarantor,3,Oil and gas,38,individual_consumers,corporation,1,1m-5m,20,yes,1,109,11,62,82,15,36.0
317,318,1.09.2020,0.5,0.48,0,0,0,0.0,1,medium_sme,24,existing credits paid back duly till now,rent_payment,4351,unknown/ no savings account,1 <= ... < 4 years,1,none,4,Oil and gas,48,individual_consumers,corporation,1,1m-5m,10,yes,3,117,96,88,92,-25,41.0
318,319,15.07.2022,0.28,0.26,0,0,0,0.0,3,large_sme,12,critical account/ other credits existing (not at this bank),lease_investment,701,... < 100 DM,1 <= ... < 4 years,4,none,2,Construction,32,individual_consumers,corporation,2,5m-10m,10,yes,5,744,-5,17,55,-43,4.0
319,320,6.02.2021,0.03,0.01,0,0,0,0.0,1,micro_sme,15,delay in paying off in the past,rent_payment,3643,... < 100 DM,.. >= 7 years,1,none,4,Oil and gas,27,individual_consumers,corporation,2,1m-5m,10,yes,3,442,0,4,67,10,18.0
320,321,8.03.2021,0.26,0.24,1,0,0,0.0,2,medium_sme,30,critical account/ other credits existing (not at this bank),car (new),4249,... < 100 DM,new company,4,none,2,Construction,28,individual_consumers,corporation,2,10m+,10,yes,7,279,88,89,53,81,90.0
321,322,2.10.2022,0.64,0.62,1,0,0,0.0,1,micro_sme,24,existing credits paid back duly till now,domestic appliances,1938,... < 100 DM,... < 1 year ,4,none,3,Oil and gas,32,individual_consumers,corporation,1,5m-10m,10,yes,6,838,84,124,44,-29,85.0
322,323,16.03.2021,0.24,0.22,0,0,0,0.0,2,micro_sme,24,existing credits paid back duly till now,car (used),2910,... < 100 DM,4 <= ... < 7 years,2,none,1,Telecommunications,34,individual_consumers,partnership,1,10m+,10,yes,3,609,93,84,19,-94,23.0
323,324,24.02.2021,0.2,0.18,0,0,0,0.0,1,micro_sme,18,existing credits paid back duly till now,rent_payment,2659,.. >= 1000 DM ,1 <= ... < 4 years,4,none,2,Construction,28,individual_consumers,corporation,1,5m-10m,10,yes,7,286,60,75,68,66,57.0
324,325,23.03.2021,0.14,0.12,0,0,0,0.0,3,large_sme,18,critical account/ other credits existing (not at this bank),car (new),1028,... < 100 DM,1 <= ... < 4 years,4,none,3,Real Estate,36,individual_consumers,corporation,2,5m-10m,10,yes,0,636,46,24,79,-74,32.0
325,326,15.04.2022,0.51,0.49,0,0,0,0.0,2,micro_sme,8,critical account/ other credits existing (not at this bank),car (new),3398,... < 100 DM,4 <= ... < 7 years,1,none,4,Real Estate,39,individual_consumers,corporation,2,1m-5m,10,no,0,205,60,72,64,55,52.0
326,327,12.04.2022,0.45,0.43,0,0,0,0.0,2,large_sme,12,critical account/ other credits existing (not at this bank),rent_payment,5801,unknown/ no savings account,.. >= 7 years,2,none,4,Oil and gas,49,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,7,65,41,58,0,-19,18.0
327,328,30.03.2020,0.5,0.48,0,0,0,0.0,0,large_sme,24,existing credits paid back duly till now,car (new),1525,.. >= 1000 DM ,4 <= ... < 7 years,4,none,3,Construction,34,individual_consumers,corporation,1,5m-10m,20,yes,7,633,38,12,81,-63,78.0
328,329,21.04.2021,0.43,0.41,0,0,0,0.0,1,small_sme,36,existing credits paid back duly till now,domestic appliances,4473,... < 100 DM,.. >= 7 years,4,none,2,Construction,31,individual_consumers,corporation,1,5m-10m,10,yes,2,431,75,52,46,75,84.0
329,330,20.04.2022,0.02,0.0,0,0,0,0.0,2,medium_sme,6,existing credits paid back duly till now,domestic appliances,1068,... < 100 DM,.. >= 7 years,4,none,4,Construction,28,individual_consumers,corporation,1,5m-10m,20,yes,5,324,81,9,3,-47,29.0
330,331,10.08.2022,0.18,0.16,0,0,0,0.0,1,micro_sme,24,critical account/ other credits existing (not at this bank),car (used),6615,... < 100 DM,new company,2,none,4,Telecommunications,75,individual_consumers,partnership,2,10m+,10,yes,5,373,13,77,56,81,36.0
331,332,10.09.2020,0.21,0.19,1,0,0,0.0,0,large_sme,18,critical account/ other credits existing (not at this bank),lease_investment,1864,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,Real Estate,30,individual_consumers,corporation,2,5m-10m,10,yes,9,412,96,118,62,-56,81.0
332,333,18.12.2022,0.25,0.23,1,0,0,0.0,2,medium_sme,60,existing credits paid back duly till now,car (new),7408,100 <= ... < 500 DM,... < 1 year ,4,none,2,Oil and gas,24,individual_consumers,corporation,1,10m+,10,yes,4,392,71,103,3,68,81.0
333,334,26.07.2022,0.52,0.5,1,0,0,0.0,0,large_sme,48,critical account/ other credits existing (not at this bank),car (used),11590,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,4,Construction,24,small_businesses,sole_proprietorship,2,1m-5m,10,yes,5,491,51,73,90,60,75.0
334,335,23.07.2023,0.74,0.72,1,0,0,0.0,0,micro_sme,24,no credits taken/ all credits paid back duly,rent_payment,4110,... < 100 DM,.. >= 7 years,3,none,4,Telecommunications,23,small_businesses,sole_proprietorship,2,5m-10m,20,yes,10,626,65,120,91,45,85.0
335,336,1.04.2020,0.74,0.72,1,0,0,0.0,2,micro_sme,6,critical account/ other credits existing (not at this bank),rent_payment,3384,... < 100 DM,1 <= ... < 4 years,1,none,4,Real Estate,44,individual_consumers,sole_proprietorship,1,10m+,10,yes,9,544,78,101,26,-89,94.0
336,337,30.12.2021,0.29,0.27,0,0,0,0.0,2,medium_sme,13,existing credits paid back duly till now,domestic appliances,2101,... < 100 DM,... < 1 year ,2,guarantor,4,Oil and gas,23,individual_consumers,corporation,1,1m-5m,10,yes,4,576,97,75,60,-90,84.0
337,338,2.12.2021,0.32,0.3,1,0,0,0.0,1,micro_sme,15,existing credits paid back duly till now,repairs,1275,unknown/ no savings account,1 <= ... < 4 years,4,none,2,Construction,24,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,10,973,61,77,0,-67,90.0
338,339,4.04.2021,0.06,0.04,0,0,0,0.0,3,micro_sme,24,existing credits paid back duly till now,rent_payment,4169,... < 100 DM,1 <= ... < 4 years,4,none,4,Oil and gas,28,individual_consumers,corporation,1,5m-10m,10,yes,2,22,54,63,1,47,47.0
339,340,4.05.2020,0.29,0.27,0,0,0,0.0,1,medium_sme,10,existing credits paid back duly till now,rent_payment,1521,... < 100 DM,1 <= ... < 4 years,4,none,2,Construction,31,individual_consumers,corporation,1,1m-5m,10,yes,6,119,-9,36,30,62,4.0
340,341,17.10.2023,0.04,0.02,0,0,0,0.0,1,medium_sme,24,critical account/ other credits existing (not at this bank),lease_investment,5743,... < 100 DM,... < 1 year ,2,none,4,Telecommunications,24,individual_consumers,partnership,2,5m-10m,10,yes,5,544,16,85,59,60,70.0
341,342,25.08.2022,0.14,0.12,0,0,0,0.0,2,micro_sme,21,existing credits paid back duly till now,rent_payment,3599,... < 100 DM,4 <= ... < 7 years,1,none,4,Construction,26,individual_consumers,sole_proprietorship,1,1m-5m,10,yes,4,763,55,51,54,86,60.0
342,343,16.02.2021,0.19,0.17,0,0,0,0.0,1,medium_sme,18,existing credits paid back duly till now,domestic appliances,3213,500 <= ... < 1000 DM ,... < 1 year ,1,none,3,Real Estate,25,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,0,120,22,63,40,42,-7.0
343,344,15.04.2022,0.22,0.2,0,0,0,0.0,3,medium_sme,18,existing credits paid back duly till now,business,4439,... < 100 DM,.. >= 7 years,1,co-applicant,1,Real Estate,33,small_businesses,corporation,1,10m+,10,yes,5,357,55,61,93,-24,46.0
344,345,17.12.2020,0.4,0.38,0,0,0,0.0,0,small_sme,10,existing credits paid back duly till now,car (new),3949,... < 100 DM,... < 1 year ,1,guarantor,1,Oil and gas,37,individual_consumers,corporation,1,1m-5m,20,yes,1,734,8,80,95,53,50.0
345,346,31.10.2022,0.24,0.22,0,0,0,0.0,3,large_sme,15,critical account/ other credits existing (not at this bank),domestic appliances,1459,... < 100 DM,1 <= ... < 4 years,4,none,2,Construction,43,individual_consumers,corporation,1,1m-5m,10,yes,3,201,68,94,38,-83,17.0
346,347,16.05.2020,0.4,0.38,0,0,0,0.0,3,medium_sme,13,critical account/ other credits existing (not at this bank),domestic appliances,882,... < 100 DM,... < 1 year ,4,guarantor,4,Real Estate,23,individual_consumers,corporation,2,5m-10m,10,yes,2,743,66,28,61,87,61.0
347,348,1.04.2022,0.39,0.37,0,0,0,0.0,1,medium_sme,24,existing credits paid back duly till now,domestic appliances,3758,500 <= ... < 1000 DM ,new company,1,none,4,Telecommunications,23,individual_consumers,sole_proprietorship,1,0m-1m,10,yes,1,764,79,91,24,-93,12.0
348,349,11.12.2022,0.2,0.18,0,0,0,0.0,0,large_sme,6,delay in paying off in the past,business,1743,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,2,Real Estate,34,individual_consumers,corporation,2,1m-5m,10,yes,2,709,54,3,39,-24,90.0
349,350,11.04.2020,0.66,0.64,1,0,0,0.0,2,medium_sme,9,critical account/ other credits existing (not at this bank),lease_investment,1136,.. >= 1000 DM ,.. >= 7 years,4,none,3,Telecommunications,32,individual_consumers,partnership,2,5m-10m,20,yes,3,577,132,82,99,-7,93.0
350,351,19.07.2022,0.4,0.38,0,0,0,0.0,0,large_sme,9,existing credits paid back duly till now,repairs,1236,... < 100 DM,... < 1 year ,1,none,4,Real Estate,23,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,4,231,23,84,36,98,67.0
351,352,2.01.2020,0.22,0.2,1,0,0,0.0,3,medium_sme,9,existing credits paid back duly till now,rent_payment,959,... < 100 DM,1 <= ... < 4 years,1,none,2,Construction,29,individual_consumers,corporation,1,5m-10m,10,no,5,270,111,103,0,65,77.0
352,353,19.07.2023,0.11,0.09,0,0,0,0.0,3,large_sme,18,critical account/ other credits existing (not at this bank),car (used),3229,unknown/ no savings account,new company,2,none,4,Telecommunications,38,individual_consumers,corporation,1,10m+,10,yes,6,599,-4,22,83,-83,45.0
353,354,1.08.2023,0.26,0.24,1,0,0,0.0,2,micro_sme,12,no credits taken/ all credits paid back duly,domestic appliances,6199,... < 100 DM,1 <= ... < 4 years,4,none,2,Oil and gas,28,individual_consumers,sole_proprietorship,2,5m-10m,10,yes,5,129,104,64,80,79,90.0
354,355,8.12.2021,0.21,0.19,0,0,0,0.0,2,large_sme,10,existing credits paid back duly till now,lease_investment,727,500 <= ... < 1000 DM ,.. >= 7 years,4,none,4,Telecommunications,46,individual_consumers,partnership,1,5m-10m,10,yes,4,244,94,53,93,-8,77.0
355,356,9.07.2022,0.87,0.85,1,0,0,0.0,3,medium_sme,24,existing credits paid back duly till now,car (new),1246,... < 100 DM,... < 1 year ,4,none,2,Real Estate,23,large_enterprises,corporation,1,1m-5m,10,yes,3,239,30,116,68,-90,81.0
356,357,7.10.2022,0.35,0.33,0,0,0,0.0,0,large_sme,12,critical account/ other credits existing (not at this bank),domestic appliances,2331,unknown/ no savings account,.. >= 7 years,1,co-applicant,4,Real Estate,49,individual_consumers,corporation,1,5m-10m,10,yes,7,416,20,39,54,-96,40.0
357,358,13.06.2022,0.07,0.05,1,0,0,0.0,1,large_sme,36,delay in paying off in the past,domestic appliances,4463,... < 100 DM,1 <= ... < 4 years,4,none,2,Construction,26,individual_consumers,corporation,2,10m+,10,yes,7,451,135,75,52,-79,85.0
358,359,15.02.2023,0.24,0.22,0,0,0,0.0,1,large_sme,12,existing credits paid back duly till now,domestic appliances,776,... < 100 DM,1 <= ... < 4 years,4,none,2,Real Estate,28,individual_consumers,corporation,1,5m-10m,10,yes,7,457,42,46,78,-12,-1.0
359,360,17.02.2020,0.67,0.65,1,0,0,0.0,3,micro_sme,30,existing credits paid back duly till now,rent_payment,2406,... < 100 DM,4 <= ... < 7 years,4,none,4,Real Estate,23,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,7,756,28,139,30,-57,100.0
360,361,2.02.2023,0.37,0.35,0,0,0,0.0,0,medium_sme,18,existing credits paid back duly till now,lease_investment,1239,unknown/ no savings account,1 <= ... < 4 years,4,none,4,Telecommunications,61,individual_consumers,partnership,1,5m-10m,10,yes,1,590,83,66,23,-14,26.0
361,362,16.05.2022,0.41,0.39,0,0,0,0.0,1,small_sme,12,existing credits paid back duly till now,domestic appliances,3399,unknown/ no savings account,.. >= 7 years,2,none,3,Construction,37,individual_consumers,corporation,1,10m+,10,yes,1,110,95,33,78,-27,0.0
362,363,2.01.2021,0.46,0.44,0,0,0,0.0,2,small_sme,12,delay in paying off in the past,car (new),2247,... < 100 DM,1 <= ... < 4 years,2,none,2,Construction,36,large_enterprises,corporation,2,5m-10m,10,yes,2,317,58,83,62,96,11.0
